LIB,Filename,Entry-point,1,2,2-s,3,3-s,1+2,1+2_s,1+3,1+3_s,1+2+3,loc,all-sens pos,ct-verify pass?,Taint pass?,taint res,High taint pass?,Is_high_taint_1_2_pass,ept7
HACL,Poly1305,Hacl_Poly1305_256_poly1305_mac,0.0381500720977783,6.880585432052612,6.880234718322754,6.929558277130127,6.916436433792114,0.0360016822814941,0.0467078685760498,0.0411384105682373,0.0414271354675293,0.0393104553222656,72,0,Verified!,Verified!,0,Verified!,Verified!,
hacl,curve25519-51,Hacl_Curve25519_51_ecdh,0.6489977836608887,,,,,0.6964335441589355,,0.6496448516845703,,,21158,2313,,,0,,Verified!,
hacl,curve25519-51,Hacl_Curve25519_51_scalarmult,0.6207122802734375,,,,,0.665764570236206,,0.6387662887573242,,,20964,2310,,,0,,Verified!,
hacl,curve25519-51,Hacl_Curve25519_51_secret_to_public,0.6150507926940918,,,,,0.629901647567749,,0.6502621173858643,,,21046,2345,,,0,,Verified!,
curve25519-donna,portable-c,curve25519_donna,0.5870137214660645,3674.450428724289,3837.088980436325,3701.5294694900513,3775.370950222016,0.550368070602417,0.5859506130218506,0.6395778656005859,0.5842742919921875,0.6341471672058105,11737,722,Time Out!,Verified!,0,Time Out!,Verified!,
curve25519-donna,c64,curve25519_donna,13.589462280273438,30.629437685012817,40.283395528793335,33.17990851402283,74.3891031742096,10.89261269569397,13.532575607299805,11.53301477432251,13.517746925354004,13.461300373077393,23936,1599,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_small,decrypt,0.0991592407226562,8.645820140838623,8.630465745925903,8.819220781326294,8.913782835006714,8.505511283874512,8.764415264129639,8.744133710861206,8.68647050857544,18.962873935699463,1395,310,Still Have Leak!,Still Have Leak!,1,Still Have Leak!,Still Have Leak!,
BearSSL,AES_small,encrypt,0.0931825637817382,7.592777967453003,7.544369459152222,7.606076240539551,7.68608832359314,7.620033502578735,7.667914867401123,7.689257860183716,7.662442922592163,16.120482683181763,945,54,Still Have Leak!,Still Have Leak!,1,Still Have Leak!,Still Have Leak!,
BearSSL,ChaCha20_ct,run,0.1083960533142089,9.16989779472351,9.192672967910768,9.25439953804016,9.488899946212769,0.1036953926086425,0.111732006072998,0.1056110858917236,0.1053707599639892,0.1028792858123779,2655,316,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,GHASH_ctmul32,br_ghash_ctmul,0.2368025779724121,9.176490783691406,8.913038492202759,9.04390001296997,9.486615896224976,0.2047679424285888,0.2350549697875976,0.2273313999176025,0.2241475582122802,0.2597682476043701,2588,202,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,rsa_i15,decrypt,0.3428287506103515,15.30532717704773,15.893261671066284,22.089747190475464,20.780303955078125,16.965402364730835,17.00151252746582,18.70823550224304,20.033260583877563,,5928,229,Still Have Leak!,Still Have Leak!,103,Still Have Leak!,Still Have Leak!,
BearSSL,EC_p256_m15,api_mul,23.894941568374637,4313.7854380607605,2972.8525104522705,5632.248737573624,3366.472997188568,23.242717027664185,25.36091542243957,24.03296399116516,23.851240634918213,23.830331087112427,19535,1895,Time Out!,Verified!,0,Verified!,Verified!,
BearSSL,EC_p256_m31,api_mul,0.5365250110626221,1032.8536903858185,611.5654723644257,3900.260535955429,3094.5073187351227,0.4452111721038818,0.4783098697662353,0.5077638626098633,0.4696907997131347,0.5028524398803711,9560,796,Time Out!,Verified!,0,Verified!,Verified!,
BearSSL,EC_p256_m64,api_mul,0.2296099662780761,249.80545496940613,346.24346899986267,794.7934136390686,1400.3766634464264,0.2060723304748535,0.2153306007385254,0.2305760383605957,0.2272005081176757,0.2170817852020263,6450,380,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,GHASH_ctmul64,br_ghash_ctmul,0.0679919719696044,7.32773494720459,7.641907453536987,7.647831678390503,7.674922704696655,0.0479969978332519,0.0616014003753662,0.0565288066864013,0.0655577182769775,0.0561201572418212,1060,10,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_ct,bitslice_encrypt,0.0678741931915283,7.667248010635376,7.827802181243896,7.7893500328063965,7.902403116226196,0.0685129165649414,0.0890693664550781,0.0707151889801025,0.0786473751068115,0.0829594135284423,1345,60,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_ct,bitslice_decrypt,0.0760412216186523,7.889507055282593,8.244603395462036,8.21529746055603,8.32805323600769,0.07733154296875,0.0781834125518798,0.0736091136932373,0.0621047019958496,0.074183702468872,1788,72,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_ct,key_sched,0.0799422264099121,8.205379962921143,8.815032243728638,8.6600821018219,8.800066232681274,0.0691778659820556,0.0899293422698974,0.0807151794433593,0.0713906288146972,0.087641954421997,2161,100,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_big_cbc,key_schedule,0.0848867893218994,7.698482036590576,7.889814615249634,8.025164365768433,8.022180080413818,7.7702317237854,7.9612085819244385,8.021621465682983,7.984086513519287,17.692922592163086,841,290,Still Have Leak!,Still Have Leak!,4,Still Have Leak!,Still Have Leak!,
BearSSL,AES_big_cbc,decrypt,0.1001582145690918,9.150871515274048,9.520803689956663,9.615478992462158,9.620266675949097,9.30878520011902,9.709672927856444,9.782354593276978,9.79251194000244,21.45217227935791,1821,565,Still Have Leak!,Still Have Leak!,32,Still Have Leak!,Still Have Leak!,
BearSSL,AES_big_cbc,encrypt,0.0921945571899414,9.176496028900146,9.416225671768188,9.507041454315186,9.544664859771729,9.35220193862915,9.58924913406372,9.815608501434326,9.696067810058594,21.26183795928955,1814,565,Still Have Leak!,Still Have Leak!,32,Still Have Leak!,Still Have Leak!,
BearSSL,RSA_i15_pkcs1,sign,0.3162131309509277,17.149319648742676,22.3608820438385,41.51221799850464,35.0985267162323,17.758432626724243,17.717244625091553,43.10447025299072,30.21767830848694,170.99311089515686,6464,264,Still Have Leak!,Still Have Leak!,138,Still Have Leak!,Still Have Leak!,
BearSSL,DES_table,cbc_decrypt,0.0688273906707763,8.829808235168457,9.29293131828308,9.33985185623169,9.42313003540039,9.015433073043823,9.11869478225708,9.349010944366457,9.44784927368164,20.572524785995483,1514,555,Still Have Leak!,Still Have Leak!,9,Still Have Leak!,Still Have Leak!,
BearSSL,DES_table,cbc_encrypt,0.0626792907714843,8.882912874221802,9.213733434677124,9.18915629386902,9.438312292099,8.74005937576294,9.16751790046692,9.449885606765749,9.512518644332886,21.10490822792053,1501,555,Still Have Leak!,Still Have Leak!,9,Still Have Leak!,Still Have Leak!,
BearSSL,EC_25519_i15,api_mul,0.1099984645843505,16.84291696548462,17.835383653640747,30.40984606742859,18.918074131011963,0.0875043869018554,0.0972647666931152,0.1058170795440673,0.1031596660614013,0.1070659160614013,3053,191,Still Have Leak!,Verified!,0,Still Have Leak!,Verified!,
BearSSL,RSA_i31_pkcs1,sign,0.3385531902313232,24.7760329246521,31.924065113067627,30.9688081741333,26.59099102020264,19.61206841468811,21.158169984817505,23.73012900352478,28.627169132232662,126.4111397266388,6510,270,Still Have Leak!,Still Have Leak!,142,Still Have Leak!,Still Have Leak!,
BearSSL,Poly1305_i15_ChaCha20,run,0.1106109619140625,10.34831714630127,11.140456676483154,12.383352279663086,14.229477405548096,0.1096460819244384,0.1169965267181396,0.1077215671539306,0.1139445304870605,0.1142146587371826,3409,347,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,Poly1305_ctmul32_ChaCha20,run,0.1520214080810547,11.321391344070436,12.52061676979065,14.486941814422607,23.618837356567383,0.1445519924163818,0.1523487567901611,0.1591808795928955,0.1540975570678711,0.1626520156860351,4802,425,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,EC_p256_m62,api_mul,0.268784761428833,82.3099684715271,331.64997124671936,977.272667646408,1231.5500662326813,0.2405240535736084,0.2594873905181885,0.2372121810913086,0.2486281394958496,0.2464690208435058,6617,472,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,GHASH_ctmul,br_ghash_ctmul,0.1289751529693603,8.307923316955566,8.344679117202759,8.396637201309204,8.478918552398682,0.1087820529937744,0.1351904869079589,0.1149511337280273,0.1171531677246093,0.1180076599121093,1947,125,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_ct64,bitslice_encrypt,0.0794088840484619,7.712602376937866,7.881392240524292,7.927211999893188,8.275789260864258,0.0625255107879638,0.0741674900054931,0.0871000289916992,0.0711359977722168,0.0738055706024169,1348,60,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_ct64,bitslice_decrypt,0.0830855369567871,8.007938861846924,8.403428792953491,8.406045913696289,8.428269147872925,0.0812718868255615,0.0873582363128662,0.0820972919464111,0.0841665267944336,0.090137243270874,1791,72,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,AES_ct64,key_sched,0.0581631660461425,8.624302864074707,9.160507440567017,8.935252904891968,9.703643321990969,0.0635237693786621,0.0750458240509033,0.0698943138122558,0.0702381134033203,0.071124792098999,2069,119,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,RSA_i32,decrypt,0.2036888599395752,13.37838101387024,13.785803318023682,13.974097728729248,16.4239501953125,13.959312438964844,14.018515348434448,14.241330623626707,14.141145944595335,33.804327726364136,4170,179,Still Have Leak!,Still Have Leak!,63,Still Have Leak!,Still Have Leak!,
BearSSL,Poly1305_ctmul_ChaCha20,run,0.131946325302124,11.135576963424684,12.232522249221802,12.230110883712769,15.66459846496582,0.1247332096099853,0.1218492984771728,0.1289105415344238,0.1228632926940918,0.1244902610778808,4318,363,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,Poly1305_ctmulq_ChaCha20,run,0.1813406944274902,12.55002737045288,13.706981182098389,13.85683560371399,25.62854838371277,0.1690177917480468,0.1835315227508545,0.1815626621246338,0.1877267360687255,0.1837210655212402,6761,415,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,DES_ct,cbc_decrypt,0.0865030288696289,8.242069959640503,8.24006700515747,8.26086139678955,8.280402898788452,0.071122407913208,0.0798490047454834,0.0715003013610839,0.0806772708892822,0.0827164649963378,1670,49,Verified!,Verified!,0,Verified!,Verified!,
BearSSL,DES_ct,cbc_encrypt,0.0749843120574951,8.170193195343018,8.400196552276611,8.513921022415161,8.3997163772583,0.0737512111663818,0.0784854888916015,0.0723168849945068,0.0690979957580566,0.0800914764404296,1658,49,Verified!,Verified!,0,Verified!,Verified!,
Tongsuo,curve448,ossl_x448,0.9083330631256104,4344.209717750549,5151.405572414398,5074.100329399109,5166.153156280518,0.58304762840271,0.9270098209381104,0.8947591781616211,0.9184703826904296,0.90995454788208,6674,446,Time Out!,Verified!,0,Still Have Leak!,Verified!,
Tongsuo,curve448,derive_pub_key,0.5996918678283691,5023.708558559418,4802.998585700989,4704.6125111579895,4782.729811191559,0.5685193538665771,0.8323485851287842,0.5741410255432129,0.6014792919158936,0.8350269794464111,8994,575,Time Out!,Verified!,0,Time Out!,Verified!,
Tongsuo,AES,decrypt,0.1705129146575927,12.939189434051514,13.330943822860718,13.6852924823761,13.500086307525637,12.958270788192747,13.49117112159729,13.594216585159302,13.490662336349487,31.264363527297974,3274,1382,Still Have Leak!,Still Have Leak!,49,Still Have Leak!,Still Have Leak!,
Tongsuo,AES,encrypt,0.1654937267303466,12.143962860107422,12.188241958618164,12.479392766952516,12.461422443389893,12.365843534469604,12.56308102607727,12.679501295089722,12.63261580467224,29.564207792282104,2982,1126,Still Have Leak!,Still Have Leak!,49,Still Have Leak!,Still Have Leak!,
Tongsuo,constant_primitive,constant_time_lookup,0.0629858970642089,7.458911657333374,7.371381998062134,7.4242730140686035,7.352422475814819,0.037691593170166,0.045107364654541,0.0541324615478515,0.0506410598754882,0.0438723564147949,339,5,Verified!,Verified!,0,Verified!,Verified!,
Tongsuo,curve25519,derive_pub_key,0.4066383838653564,135.084979057312,173.03347492218018,177.24875259399414,732.320321559906,0.3524413108825683,0.4024467468261719,0.387932538986206,0.4116268157958984,0.4048571586608886,14744,7840,Verified!,Verified!,0,Verified!,Verified!,
Tongsuo,curve25519,ossl_x25519,0.4113600254058838,12.595577955245972,15.043535947799684,14.156857252120972,28.11587929725647,0.3393075466156006,0.4384992122650146,0.4126994609832763,0.3898839950561523,0.3928666114807129,3561,163,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,RSA,decrypt,80.96882629394531,4922.6603446006775,2594.475959300995,3356.9709899425507,2058.07204413414,3233.7519829273224,3817.794886350632,3502.4658653736115,5268.6221923828125,15003.003815174105,14111,759,Still Have Leak!,Still Have Leak!,63,Still Have Leak!,Still Have Leak!,
Mbed-tls,AES,crypt_cbc,1.453725814819336,22.46879887580872,22.75334525108337,24.7861647605896,23.868826389312744,25.16150450706482,24.92163896560669,25.183775424957275,24.68156576156616,73.03112578392029,9101,2951,Still Have Leak!,Still Have Leak!,171,Still Have Leak!,Still Have Leak!,
Mbed-tls,constant2,mbedtls_mpi_lt_mpi_ct,0.0757391452789306,6.795180559158325,7.092811107635498,7.098814249038696,7.208568572998047,0.0758771896362304,0.0879542827606201,0.0723822116851806,0.0875558853149414,0.0817151069641113,411,26,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant2,mbedtls_ct_rsaes_pkcs1_v15_unpadding,0.0748233795166015,6.95945405960083,7.326530456542969,7.252758264541626,7.255075454711914,0.0727293491363525,0.0863981246948242,0.0757772922515869,0.0785236358642578,0.0797805786132812,629,19,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant2,mbedtls_mpi_safe_cond_assign,1.9612445831298828,7.144989252090454,7.445613145828247,7.486783742904663,7.469555854797363,1.7834160327911377,1.944870948791504,1.9144487380981443,1.9712018966674805,1.8618650436401367,706,40,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant2,mbedtls_mpi_core_lt_ct,0.0769710540771484,6.637772083282471,7.021204233169556,6.956279993057251,6.953693628311157,0.0798757076263427,0.085994005203247,0.0851533412933349,0.0834307670593261,0.0705244541168212,218,5,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant2,mbedtls_mpi_safe_cond_swap,1.9076335430145264,7.201844215393066,7.474846363067627,7.57484245300293,7.525275707244873,1.856374740600586,1.911587476730347,1.9083561897277832,1.9567081928253172,1.7829933166503906,730,43,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_uint_mask,0.074155569076538,7.171277284622192,6.797656297683716,6.873822212219238,6.849113702774048,0.0720796585083007,0.072739839553833,0.0733160972595214,0.0704708099365234,0.0685653686523437,42,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_base64_enc_char,0.0686883926391601,7.118845224380493,7.034848213195801,7.0601487159729,7.03623628616333,0.0751957893371582,0.0780308246612548,0.0779929161071777,0.0660953521728515,0.0655725002288818,249,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_size_mask_lt,0.0719645023345947,7.021056175231934,6.9194252490997314,6.816483497619629,6.855615615844727,0.0763261318206787,0.0770153999328613,0.0693814754486084,0.0705921649932861,0.0775048732757568,24,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_mpi_uint_mask,0.0780127048492431,6.929203033447266,6.854252099990845,6.845844984054565,6.854418277740479,0.0658111572265625,0.0713322162628173,0.0746862888336181,0.0709064006805419,0.0701489448547363,42,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_size_mask_ge,0.0824151039123535,6.813290357589722,6.958820581436157,6.984952688217163,6.8101725578308105,0.0726425647735595,0.0646016597747802,0.0708012580871582,0.0786335468292236,0.0736794471740722,92,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_memcmp,0.0736744403839111,6.847289800643921,6.986218452453613,6.906916379928589,7.022343635559082,0.0808250904083252,0.0792899131774902,0.0676543712615966,0.0817418098449707,0.0723650455474853,145,7,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_mpi_uint_cond_assign,0.0641002655029296,6.3259992599487305,6.575887680053711,6.458395957946777,6.494479179382324,0.0781211853027343,0.0780398845672607,0.0782997608184814,0.0793547630310058,0.073307991027832,140,4,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_memcpy_offset,0.0777170658111572,6.420708179473877,6.695788860321045,6.634140253067017,6.736652612686157,0.0733718872070312,0.076453685760498,0.0748250484466552,0.0814220905303955,0.0770127773284912,290,5,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_size_bool_eq,0.0715184211730957,6.5993523597717285,6.942765235900879,6.88966178894043,6.884308099746704,0.0776810646057128,0.0778288841247558,0.0729372501373291,0.0734744071960449,0.0679686069488525,61,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_base64_dec_value,0.0703077316284179,6.816301345825195,7.095111846923828,6.998990058898926,7.025747776031494,0.0772299766540527,0.0769391059875488,0.0736391544342041,0.0714941024780273,0.063279390335083,309,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,constant_time_primitive,mbedtls_ct_size_mask,0.0773210525512695,6.707441329956055,6.95553994178772,6.959257364273071,6.914794921875,0.0816967487335205,0.0797281265258789,0.0749781131744384,0.0781669616699218,0.0688459873199462,47,0,Verified!,Verified!,0,Verified!,Verified!,
Mbed-tls,DES,crypt_cbc,0.1683318614959716,9.784759283065796,9.784894227981567,9.979222536087036,9.864075422286987,10.203639030456545,10.160110473632812,10.244574069976808,10.19410514831543,22.433586597442627,1991,546,Still Have Leak!,Still Have Leak!,16,Still Have Leak!,Still Have Leak!,
libfixedtimefixedpoint,fix_pow,fix_pow,0.9157469272613524,3629.182776927948,27.58216166496277,3647.297473907471,28.599825382232662,0.6387479305267334,0.841529130935669,0.9409792423248292,0.9102981090545654,0.93440580368042,24538,80,Still Have Leak!,Verified!,0,Still Have Leak!,Verified!,
libfixedtimefixedpoint,fix_cmp,fix_cmp,0.6040158271789551,7.370581865310669,7.357456922531128,7.418973445892334,7.354832649230957,0.5136334896087646,0.568587064743042,0.5844578742980957,0.5903735160827637,0.5412111282348633,591,0,Verified!,Verified!,0,Verified!,Verified!,
libfixedtimefixedpoint,fix_ln,fix_ln,0.6212360858917236,20.90918803215027,21.368116855621334,21.359517335891724,21.161413192749023,0.5899918079376221,0.6139159202575684,0.607926607131958,0.5645487308502197,0.5751128196716309,15200,0,Verified!,Verified!,0,Verified!,Verified!,
libfixedtimefixedpoint,fix_eq,fix_eq,0.6018719673156738,7.450204849243164,7.373905658721924,7.370325803756714,7.444658994674683,0.5155973434448242,0.6009857654571533,0.611461877822876,0.5934407711029053,0.6190445423126221,153,0,Verified!,Verified!,0,Verified!,Verified!,
FourQlib,ECC_double,eccdouble,0.2187321186065673,6.823011636734009,6.902798891067505,6.8686912059783936,7.049682140350342,0.2043428421020507,0.2242448329925537,0.2216634750366211,0.2136547565460205,0.2186067104339599,28,0,Verified!,Verified!,0,Verified!,Verified!,
FourQlib,ECC_madd,eccmadd,0.4147689342498779,15.957824468612673,19.91466760635376,21.690099477767944,34.72732353210449,0.4000558853149414,0.4075295925140381,0.4110109806060791,0.4211986064910888,0.4080300331115722,1632,58,Verified!,Verified!,0,Verified!,Verified!,
FourQlib,ECC_norm,eccnorm,0.4171273708343506,23.01931142807007,28.052900791168213,37.73459267616272,61.91154599189758,0.393543004989624,0.4115293025970459,0.4175865650177002,0.4209465980529785,0.4186203479766845,2390,79,Verified!,Verified!,0,Verified!,Verified!,
libsodium,Auth,crypto_auth_hmacsha256,13.787987232208252,168.59878253936768,363.4806978702545,339.3712809085846,256.8569660186768,183.5196704864502,201.4059736728668,172.86030745506287,165.3483657836914,949.34765458107,23247,2125,Still Have Leak!,Still Have Leak!,18,Still Have Leak!,Still Have Leak!,
libsodium,Aead,crypto_aead_chacha20poly1305_decrypt,1.6899986267089844,32.79683303833008,37.53799247741699,239.42687964439392,156.7188377380371,17.085061073303223,17.95583152770996,17.548779487609863,17.278743267059326,17.659037828445435,9348,395,Still Have Leak!,Still Have Leak!,2,Still Have Leak!,Verified!,
libsodium,Salsa20,crypto_core_salsa20,0.1410119533538818,7.982100486755371,7.854220867156982,7.973462820053101,8.067287683486938,0.1348452568054199,0.1328816413879394,0.1289141178131103,0.1407740116119384,0.1452195644378662,1094,9,Verified!,Verified!,0,Verified!,Verified!,
libsodium,ChaCha20,crypto_stream_chacha20,2.551801919937134,10.792719841003418,11.276644229888916,11.139430046081545,11.554352521896362,14.023567199707031,14.681634664535522,14.375957489013672,14.36898159980774,14.718192100524902,6670,259,Verified!,Still Have Leak!,2,Verified!,Verified!,
libsodium,Poly1305,crypto_onetimeauth_poly1305_donna,0.1523220539093017,8.6833975315094,9.274264335632324,9.306803464889526,9.28175449371338,9.056576013565063,9.217262506484984,9.36188006401062,9.513840436935425,19.75086236000061,2034,80,Still Have Leak!,Still Have Leak!,20,Still Have Leak!,Still Have Leak!,
libsodium,Sha512,crypto_hash_sha512,14.136882066726685,120.3616852760315,100.3020043373108,238.1591002941132,3720.4593892097473,116.83307123184204,122.95169019699097,140.2061402797699,108.90847373008728,378.5823087692261,28557,2684,Still Have Leak!,Still Have Leak!,22,Still Have Leak!,Still Have Leak!,
libsodium,Sha256,crypto_hash_sha256,11.864618062973022,208.3798394203186,122.76269555091858,517.7649693489075,115.46654558181764,106.4324276447296,132.74834823608398,130.68485689163208,99.8099570274353,192.7698040008545,22941,2116,Still Have Leak!,Still Have Leak!,18,Still Have Leak!,Still Have Leak!,
