LIB,Filename,Entry-point,2,2_s,3,3-s,1+2,1+2_s,1+3,1+3_s
HACL,Poly1305,Hacl_Poly1305_32_poly1305_mac,1.179675579071045,1.2733266353607178,1.5047307014465332,1.865135908126831,1.22529935836792,1.1822571754455566,1.110733985900879,1.1757667064666748
HACL,Poly1305,Hacl_Poly1305_128_poly1305_mac,0.857457160949707,0.8481638431549072,0.8588204383850098,0.8564457893371582,0.8344805240631104,0.8405604362487793,0.8116874694824219,0.8352396488189697
HACL,Poly1305,Hacl_Poly1305_256_poly1305_mac,0.7986981868743896,0.8376104831695557,0.8500959873199463,0.8666441440582275,0.8237884044647217,0.8509576320648193,0.8605942726135254,0.8578710556030273
hacl,curve25519-51,Hacl_Curve25519_51_ecdh,,,,,13450.595628976822,,11490.951168060305,
hacl,curve25519-51,Hacl_Curve25519_51_scalarmult,,,,,9804.70494890213,,11282.392539024351,
hacl,curve25519-51,Hacl_Curve25519_51_secret_to_public,,,,,9943.102454423904,,11315.473841905594,
curve25519-donna,portable-c,curve25519_donna,3661.524621486664,3823.574756383896,3688.047492980957,3762.700949907303,65.43734741210938,74.13180208206177,86.90269184112549,87.40830397605896
curve25519-donna,c64,curve25519_donna,5.181680202484131,14.58575439453125,7.330428600311279,49.303600788116455,4.260372161865234,4.142789125442505,3.958514928817749,3.990711688995361
BearSSL,AES_small,decrypt,1.1837635040283203,1.2215640544891355,1.262248992919922,1.370335578918457,1.1976542472839355,1.1396887302398682,1.1954493522644043,1.1512627601623535
BearSSL,AES_small,encrypt,0.9482645988464355,0.9516026973724364,1.0002660751342771,1.060882568359375,0.9324252605438232,0.9241795539855956,0.9396696090698242,0.9291632175445556
BearSSL,ChaCha20_ct,run,1.241863489151001,1.252222776412964,1.2886075973510742,1.6063554286956787,1.1594576835632324,1.152378797531128,1.1111931800842283,1.100661039352417
BearSSL,GHASH_ctmul32,br_ghash_ctmul,1.353844165802002,1.3442144393920898,1.4461328983306885,1.8273093700408936,1.332887887954712,1.293199062347412,1.2900571823120115,1.3055732250213623
BearSSL,rsa_i15,decrypt,6.2027130126953125,6.552425622940064,12.748400449752808,11.621556758880615,6.719028234481812,6.7677435874938965,8.48463249206543,9.808887004852297
BearSSL,EC_p256_m15,api_mul,4293.309640645981,2952.6146941185,5611.804853916168,3346.3826444149017,1549.3725576400757,2035.0935747623444,2072.0571718215942,1317.1269030570984
BearSSL,EC_p256_m31,api_mul,1019.0642201900482,598.7750036716461,3887.630515098572,3081.5910079479218,209.3720710277557,193.42151737213132,258.1134207248688,267.674001455307
BearSSL,EC_p256_m64,api_mul,237.8604340553284,335.00396180152893,783.9452679157257,1389.1117610931396,61.06653618812561,80.98448753356934,78.98634004592896,78.32940149307251
BearSSL,GHASH_ctmul64,br_ghash_ctmul,1.0855751037597656,1.0986363887786863,1.1067261695861816,1.137596607208252,1.0784504413604736,1.1027657985687256,1.116549015045166,1.1352643966674805
BearSSL,AES_ct,bitslice_encrypt,1.0548310279846191,1.038076400756836,0.9979703426361084,1.0667800903320312,0.9377825260162354,0.9671707153320312,0.9621267318725586,0.92755126953125
BearSSL,AES_ct,bitslice_decrypt,1.043278694152832,1.1164028644561768,1.104579210281372,1.1894259452819824,1.0345029830932615,1.0458261966705322,1.0328843593597412,1.0087008476257324
BearSSL,AES_ct,key_sched,1.2830209732055664,1.5996441841125488,1.4609475135803225,1.666990041732788,1.2007875442504885,1.2086119651794434,1.201918601989746,1.221705436706543
BearSSL,AES_big_cbc,key_schedule,1.0062124729156494,1.0296494960784912,1.1327497959136963,1.1475987434387207,1.0033013820648191,1.037506341934204,1.074845314025879,1.1209192276000977
BearSSL,AES_big_cbc,decrypt,1.3178234100341797,1.4394967555999756,1.4477078914642334,1.5008199214935305,1.326827049255371,1.381331205368042,1.4940052032470703,1.4623620510101318
BearSSL,AES_big_cbc,encrypt,1.331686019897461,1.426562786102295,1.4210152626037598,1.4737513065338137,1.3424875736236572,1.4048640727996826,1.47527813911438,1.4730167388916016
BearSSL,RSA_i15_pkcs1,sign,7.563579559326172,12.992059707641602,31.925933361053467,25.50260972976685,7.320088863372803,7.087703227996826,32.660234212875366,19.630075931549072
BearSSL,DES_table,cbc_decrypt,1.2025628089904783,1.4231114387512207,1.3122596740722656,1.478470802307129,1.248866081237793,1.245973825454712,1.368051290512085,1.449308156967163
BearSSL,DES_table,cbc_encrypt,1.2257540225982666,1.3563876152038574,1.3300318717956543,1.4912314414978027,1.186039686203003,1.2353217601776123,1.4905829429626465,1.5586190223693848
BearSSL,EC_25519_i15,api_mul,8.514690160751343,9.333518743515016,21.86036705970764,10.410556316375732,6.9964988231658936,7.832712173461914,7.555694341659546,7.477269172668457
BearSSL,RSA_i31_pkcs1,sign,15.43772578239441,22.396170377731323,21.38449740409851,16.97397541999817,9.259148359298706,10.509955167770386,13.180381059646606,18.11520767211914
BearSSL,Poly1305_i15_ChaCha20,run,2.05098032951355,2.574453353881836,3.985417127609253,5.639562845230103,1.8125829696655276,1.874361753463745,1.7936739921569824,1.7443952560424805
BearSSL,Poly1305_ctmul32_ChaCha20,run,2.487898588180542,3.452357769012451,5.385886669158936,14.597845554351808,2.1722474098205566,2.2041797637939453,2.09621810913086,2.116100311279297
BearSSL,EC_p256_m62,api_mul,70.85280108451843,319.27932834625244,965.3866438865662,1219.838330745697,58.42263436317444,76.80119752883911,78.40222930908203,76.56904435157776
BearSSL,GHASH_ctmul,br_ghash_ctmul,1.1633341312408447,1.130328893661499,1.224153995513916,1.2102692127227783,1.146540641784668,1.236414670944214,1.2470715045928955,1.1994068622589111
BearSSL,AES_ct64,bitslice_encrypt,1.0655114650726318,1.0546917915344238,1.0306344032287598,1.1477527618408203,0.9706597328186036,0.988056182861328,1.0090374946594238,0.9889867305755616
BearSSL,AES_ct64,bitslice_decrypt,1.0588769912719729,1.1154892444610596,1.1972978115081787,1.2165014743804932,1.0327625274658203,1.0831563472747805,1.014265775680542,1.0245585441589355
BearSSL,AES_ct64,key_sched,1.3516833782196045,1.498389720916748,1.5011396408081057,2.24473237991333,1.2596418857574463,1.2407188415527344,1.2466368675231934,1.2852747440338137
BearSSL,RSA_i32,decrypt,4.975309610366821,5.2209460735321045,5.450314521789551,7.856245756149292,4.965223789215088,5.109938621520996,5.323427677154541,5.25531005859375
BearSSL,Poly1305_ctmul_ChaCha20,run,2.2343456745147705,3.061162233352661,3.290282249450684,6.796817779541016,1.9852445125579836,2.008851766586304,1.982884645462036,1.947787523269653
BearSSL,Poly1305_ctmulq_ChaCha20,run,2.592297077178955,3.6555116176605225,3.895632982254028,15.696864128112791,2.324787378311157,2.4094955921173096,2.352572202682495,2.3272645473480225
BearSSL,DES_ct,cbc_decrypt,1.0416419506072998,1.1085476875305176,1.0463075637817385,1.0798437595367432,0.9931015968322754,1.0250401496887207,1.0291385650634766,1.0215208530426023
BearSSL,DES_ct,cbc_encrypt,1.0293080806732178,1.0902328491210938,1.0635886192321775,1.062305927276611,1.0693392753601074,1.028909683227539,1.031747817993164,1.0302472114562988
Tongsuo,curve448,ossl_x448,4332.627523183823,5139.514327287674,5062.264053344727,5154.306058168411,698.524739742279,1107.4324569702148,1372.4454953670502,1366.8200533390043
Tongsuo,curve448,derive_pub_key,5009.067316770554,4789.712562799454,4691.495918512344,4769.458675861359,1067.7286837100985,1145.3159174919128,1069.243827342987,1021.6108469963074
Tongsuo,AES,decrypt,2.173325300216675,2.7529501914978027,2.70212984085083,2.565325975418091,2.365692377090454,2.53273606300354,2.556315898895264,2.653996706008911
Tongsuo,AES,encrypt,1.9245343208312988,1.9443347454071045,2.1781506538391118,2.176050901412964,2.231638193130493,2.362622022628784,2.2516188621521,2.367133617401123
Tongsuo,constant_primitive,constant_time_lookup,0.9633657932281494,0.8905198574066162,0.9312522411346436,0.9349982738494872,0.8620076179504395,0.8822863101959229,0.9235508441925048,0.9453964233398438
Tongsuo,curve25519,derive_pub_key,82.47588419914246,117.12133502960204,120.21697115898132,673.1193470954895,48.66981196403504,64.99902606010437,62.98272347450256,74.86461043357849
Tongsuo,curve25519,ossl_x25519,3.772801160812378,5.289881229400635,4.593433380126953,19.399084091186523,2.8498969078063965,3.52236270904541,2.999908685684204,3.3032748699188232
Mbed-tls,RSA,decrypt,4906.702610969544,2577.677783727646,3340.8995525836945,2041.443096160889,3143.793068885803,3708.870041370392,3403.574615478516,5163.681565284729
Mbed-tls,AES,crypt_cbc,5.801543235778809,6.000282526016235,7.523116588592529,6.934089660644531,7.150475263595581,7.036592483520508,7.137121200561523,6.378921508789063
Mbed-tls,constant2,mbedtls_mpi_lt_mpi_ct,0.8077061176300049,0.8788907527923584,0.8322908878326416,0.8704996109008789,0.8210201263427734,0.8596961498260498,0.8469429016113281,0.8529887199401855
Mbed-tls,constant2,mbedtls_ct_rsaes_pkcs1_v15_unpadding,0.8622989654541016,0.978905439376831,0.9183313846588136,0.889045000076294,0.8652646541595459,0.8918523788452148,0.8986330032348633,0.9134922027587892
Mbed-tls,constant2,mbedtls_mpi_safe_cond_assign,0.8751471042633057,0.9081308841705322,0.9297597408294678,0.9451181888580322,0.8540959358215332,0.925910234451294,0.9528295993804932,0.9672074317932128
Mbed-tls,constant2,mbedtls_mpi_core_lt_ct,0.7806708812713623,0.8395419120788574,0.8357138633728027,0.8205983638763428,0.7868642807006836,0.8651306629180908,0.8648667335510254,0.8578262329101562
Mbed-tls,constant2,mbedtls_mpi_safe_cond_swap,0.9242396354675292,0.9502785205841064,1.031303644180298,1.0054244995117188,0.8786876201629639,0.8983311653137207,0.9137308597564696,0.9064896106719972
Mbed-tls,constant_time_primitive,mbedtls_ct_uint_mask,0.9095327854156494,0.8105902671813965,0.8215839862823486,0.8137428760528564,0.826361894607544,0.8231925964355469,0.813957691192627,0.828160285949707
Mbed-tls,constant_time_primitive,mbedtls_ct_base64_enc_char,0.8602774143218994,0.8340857028961182,0.8386952877044678,0.8124747276306152,0.8604412078857422,0.8182899951934814,0.7917647361755371,0.8277204036712646
Mbed-tls,constant_time_primitive,mbedtls_ct_size_mask_lt,0.8798964023590088,0.8518309593200684,0.8015904426574707,0.8279883861541748,0.8187036514282227,0.8837804794311523,0.85284423828125,0.8286805152893066
Mbed-tls,constant_time_primitive,mbedtls_ct_mpi_uint_mask,0.8471002578735352,0.8194665908813477,0.7911155223846436,0.8427066802978516,0.8401594161987305,0.8166298866271973,0.824113130569458,0.81600022315979
Mbed-tls,constant_time_primitive,mbedtls_ct_size_mask_ge,0.8251097202301025,0.8894093036651611,0.8503744602203369,0.8174872398376465,0.8700191974639893,0.8331153392791748,0.8224709033966064,0.8503241539001465
Mbed-tls,constant_time_primitive,mbedtls_ct_memcmp,0.8316471576690674,0.8251659870147705,0.8288586139678955,0.845360279083252,0.8452832698822021,0.857574462890625,0.8317136764526367,0.8440425395965576
Mbed-tls,constant_time_primitive,mbedtls_ct_mpi_uint_cond_assign,0.3732790946960449,0.404310941696167,0.4014172554016113,0.3986146450042724,0.3908841609954834,0.3896529674530029,0.4471867084503174,0.4387917518615722
Mbed-tls,constant_time_primitive,mbedtls_ct_memcpy_offset,0.4071989059448242,0.4157111644744873,0.4140772819519043,0.4220204353332519,0.3958652019500732,0.4324836730957031,0.4277918338775635,0.4146621227264404
Mbed-tls,constant_time_primitive,mbedtls_ct_size_bool_eq,0.7935504913330078,0.8275754451751709,0.84177565574646,0.8438713550567627,0.801647424697876,0.8361556529998779,0.8208167552947998,0.8747467994689941
Mbed-tls,constant_time_primitive,mbedtls_ct_base64_dec_value,0.82863450050354,0.8486580848693848,0.823176383972168,0.8546109199523926,0.8344807624816895,0.8718364238739014,0.8278944492340088,0.8615849018096924
Mbed-tls,constant_time_primitive,mbedtls_ct_size_mask,0.8405137062072754,0.8504717350006104,0.8386340141296387,0.8455140590667725,0.817763090133667,0.8400125503540039,0.7875888347625732,0.811058521270752
Mbed-tls,DES,crypt_cbc,1.6079318523406982,1.5940895080566406,1.6972849369049072,1.6040492057800293,1.6518049240112305,1.6279549598693848,1.70770263671875,1.605356216430664
libfixedtimefixedpoint,fix_pow,fix_pow,3605.431732416153,3.675369739532471,3623.387229204178,4.037946462631226,3.2019460201263428,3.7947936058044434,3.383854389190674,3.85526704788208
libfixedtimefixedpoint,fix_cmp,fix_cmp,0.8477866649627686,0.8365421295166016,0.8392412662506104,0.8194100856781006,0.851179838180542,0.8732998371124268,0.8563182353973389,0.872711181640625
libfixedtimefixedpoint,fix_ln,fix_ln,2.057434320449829,2.05371618270874,2.2949650287628174,2.230232715606689,2.029262065887451,2.083132266998291,2.08820915222168,2.2739968299865723
libfixedtimefixedpoint,fix_eq,fix_eq,0.9095876216888428,0.8021817207336426,0.854116678237915,0.8503372669219971,0.867321252822876,0.8720316886901855,0.857109546661377,0.8642237186431885
FourQlib,ECC_double,eccdouble,0.8301215171813965,0.8058207035064697,0.8163611888885498,0.9048521518707277,0.8028714656829834,0.8160288333892822,0.8320386409759521,0.8331429958343506
FourQlib,ECC_madd,eccmadd,9.163044691085815,12.828366994857788,14.57772946357727,27.63123917579651,7.232528209686279,8.218329668045044,7.814282178878784,8.129333972930908
FourQlib,ECC_norm,eccnorm,15.50714111328125,20.591299772262573,30.24811816215515,54.40485310554504,13.897753715515137,14.396493911743164,14.419620990753174,14.952089071273804
libsodium,Auth,crypto_auth_hmacsha256,134.40927505493164,332.41174149513245,308.8301782608032,226.0896034240723,135.35293197631836,150.19703841209412,121.74454498291016,114.32427835464478
libsodium,Aead,crypto_aead_chacha20poly1305_decrypt,21.47844791412353,25.95570921897888,227.9620532989502,145.2396969795227,3.515098094940185,3.774414777755737,3.7638368606567374,3.482266664505005
libsodium,Salsa20,crypto_core_salsa20,1.129695177078247,1.0834829807281494,1.1705682277679443,1.1719586849212646,1.1287024021148682,1.0846376419067385,1.082309007644653,1.0858795642852783
libsodium,ChaCha20,crypto_stream_chacha20,1.4468612670898438,1.6281204223632812,1.6334314346313477,2.030898332595825,1.782940149307251,1.8385632038116453,1.6318883895874023,1.6964070796966553
libsodium,Poly1305,crypto_onetimeauth_poly1305_donna,1.3598675727844238,1.7683453559875488,1.864931344985962,1.8098840713500977,1.4068982601165771,1.4221925735473633,1.7744851112365725,1.5965120792388916
libsodium,Sha512,crypto_hash_sha512,78.0071234703064,59.139554262161255,195.70571041107175,3679.7047424316406,50.00072860717773,55.53166031837464,74.23625946044922,43.50094509124756
libsodium,Sha256,crypto_hash_sha256,175.99095273017883,89.60265779495239,485.1942105293274,82.28252387046814,54.410070180892944,79.21077990531921,79.05622959136963,46.92864489555359
